no_pesanan,order_date,sku,product,omset,customer_name,customer_phone,customer_city,packed_date,shipped_date,return_date,package_status,qty
ORD001712,2025-01-30 13:37:53,MDB200,maduboom 200 ml,32000,Tino Raka Limi,8264205985,Manado,2025-01-30 15:33:53,2025-01-31 00:33:53,,Processed,3
ORD001713,2025-01-24 04:04:17,JDM,jelly drink madu,20000,Sali Zasa,8324422367,Situbondo,2025-01-24 05:27:17,2025-01-26 01:27:17,,Processed,1
ORD001714,2025-01-26 17:57:25,VTMMD60,vitaman madu 60 ml,50000,Fafa Rifa,8420560002,Probolinggo,2025-01-26 18:57:25,2025-01-27 18:57:25,,Processed,3
ORD001715,2025-01-17 09:28:11,VTM60,vitaman 60 ml,30000,Bamo Famo Diri,8588452772,Tuban,2025-01-17 10:51:11,2025-01-19 10:51:11,,Delivered,3
ORD001716,2025-02-08 22:46:05,MDB200,maduboom 200 ml,32000,Nori Lijo Dili,8220510432,Sukabumi,2025-02-08 23:16:05,2025-02-09 10:16:05,,Processed,1
ORD001717,2025-02-18 03:21:37,MDB120,maduboom 120 ml,23000,Dino Riza,8294362192,Balikpapan,2025-02-18 04:19:37,2025-02-19 12:19:37,,Processed,1
ORD001718,2025-02-03 10:55:36,VTMMD60,vitaman madu 60 ml,50000,Dira Nojo Sajo,8558686352,Balikpapan,2025-02-03 12:36:36,2025-02-04 14:36:36,,Processed,3
ORD001719,2025-01-26 11:07:11,MDB120,maduboom 120 ml,23000,Bati Joba,8324291682,Bandar Lampung,2025-01-26 13:12:11,2025-01-27 16:12:11,,Processed,1
ORD001720,2025-01-06 13:11:22,MDB120,maduboom 120 ml,23000,Mira Lili,8609861535,Jepara,2025-01-06 14:13:22,2025-01-08 02:13:22,,On Delivery,2
ORD001721,2025-02-19 03:34:25,JDM,jelly drink madu,20000,Kati Dira Bari,8260163041,Bengkulu,2025-02-19 06:16:25,2025-02-21 04:16:25,,Delivered,2
ORD001722,2025-01-19 19:20:54,JDM,jelly drink madu,20000,Fami Lifa,8275705723,Sukabumi,2025-01-19 21:46:54,2025-01-21 18:46:54,,Delivered,2
ORD001723,2025-02-05 05:35:08,VTMMD60,vitaman madu 60 ml,50000,Jori Bara,8319475085,Pontianak,2025-02-05 07:13:08,2025-02-06 12:13:08,,Delivered,1
ORD001724,2025-01-24 21:42:49,JDM,jelly drink madu,20000,Nana Bamo,8453240121,Purwokerto,2025-01-24 22:34:49,2025-01-26 05:34:49,,Processed,2
ORD001725,2025-01-14 15:30:57,MDB120,maduboom 120 ml,23000,Lifa Miza,8232590813,Kendari,2025-01-14 18:21:57,2025-01-15 20:21:57,,On Delivery,2
ORD001726,2025-02-19 20:06:41,MDB120,maduboom 120 ml,23000,Ramo Badi Tiza,8421141622,Badung,2025-02-19 21:55:41,2025-02-20 05:55:41,,On Delivery,3
ORD001727,2025-01-27 02:06:13,VTMMD60,vitaman madu 60 ml,50000,Kara Ramo Zana,8508964832,Makassar,2025-01-27 04:37:13,2025-01-28 08:37:13,2025-01-30 08:37:13,Returned,3
ORD001728,2025-02-21 03:02:58,MDB120,maduboom 120 ml,23000,Nomi Kana Liti,8256439925,Ternate,2025-02-21 04:53:58,2025-02-21 14:53:58,2025-02-23 14:53:58,Returned,3
ORD001729,2025-01-27 19:23:24,VTM60,vitaman 60 ml,30000,Rili Rajo,8535168567,Sukabumi,2025-01-27 19:57:24,2025-01-28 22:57:24,,Processed,3
ORD001730,2025-02-21 14:35:39,MDB200,maduboom 200 ml,32000,Liti Rimi,8677803236,Pekanbaru,2025-02-21 15:17:39,2025-02-23 09:17:39,,Processed,2
ORD001731,2025-02-17 16:02:05,JDM,jelly drink madu,20000,Mono Rifa,8617029502,Palembang,2025-02-17 18:44:05,2025-02-19 00:44:05,,Delivered,2
ORD001732,2025-02-03 12:36:48,VTMMD60,vitaman madu 60 ml,50000,Rijo Misa,8503718789,Medan,2025-02-03 15:22:48,2025-02-05 04:22:48,,Delivered,3
ORD001733,2025-02-12 15:24:26,JDM,jelly drink madu,20000,Lidi Dijo,8322090804,Banyuwangi,2025-02-12 17:28:26,2025-02-12 23:28:26,,Delivered,2
ORD001734,2025-01-16 03:07:24,VTMMD60,vitaman madu 60 ml,50000,Liba Miti,8273426796,Bekasi,2025-01-16 06:02:24,2025-01-17 14:02:24,,Delivered,1
ORD001735,2025-01-25 17:34:14,JDM,jelly drink madu,20000,Zadi Naka Kati,8220537039,Probolinggo,2025-01-25 19:23:14,2025-01-26 14:23:14,2025-02-01 14:23:14,Returned,3
ORD001736,2025-02-17 21:21:49,MDB200,maduboom 200 ml,32000,Sami Rijo Kali,8137478064,Banyuwangi,2025-02-17 22:05:49,2025-02-19 19:05:49,,Processed,1
ORD001737,2025-02-09 15:03:10,JDM,jelly drink madu,20000,Rali Jora,8891682909,Batu,2025-02-09 16:10:10,2025-02-10 05:10:10,,Processed,2
ORD001738,2025-01-04 14:16:17,VTMMD60,vitaman madu 60 ml,50000,Naka Zati,8608856728,Bangli,2025-01-04 15:59:17,2025-01-05 11:59:17,,Delivered,2
ORD001739,2025-02-01 08:25:23,JDM,jelly drink madu,20000,Nasa Moza Fadi,8286715762,Situbondo,2025-02-01 09:28:23,2025-02-03 06:28:23,,Processed,3
ORD001740,2025-02-17 04:55:32,VTMMD60,vitaman madu 60 ml,50000,Jodi Miza,8667235795,Sukabumi,2025-02-17 07:13:32,2025-02-18 01:13:32,,Delivered,3
ORD001741,2025-02-17 11:25:08,VTM60,vitaman 60 ml,30000,Rina Saza Dimi,8265673196,Sorong,2025-02-17 13:37:08,2025-02-18 03:37:08,,Processed,3
ORD001742,2025-01-18 18:08:16,MDB200,maduboom 200 ml,32000,Zadi Mimo Tiri,8447788748,Pekanbaru,2025-01-18 20:50:16,2025-01-19 09:50:16,,Delivered,1
ORD001743,2025-01-11 08:37:25,MDB120,maduboom 120 ml,23000,Tina Bafa,8559306643,Mataram,2025-01-11 09:52:25,2025-01-13 02:52:25,,Processed,2
ORD001744,2025-01-21 05:20:48,VTMMD60,vitaman madu 60 ml,50000,Misa Zari,8639327215,Cianjur,2025-01-21 08:02:48,2025-01-23 08:02:48,,Processed,3
ORD001745,2025-01-06 06:09:05,JDM,jelly drink madu,20000,Tiri Nano Disa,8531519494,Banyuwangi,2025-01-06 08:40:05,2025-01-07 05:40:05,,On Delivery,1
ORD001746,2025-01-13 05:19:55,JDM,jelly drink madu,20000,Sadi Fasa Rina,8482633528,Banjarbaru,2025-01-13 06:09:55,2025-01-15 06:09:55,,On Delivery,3
ORD001747,2025-02-27 00:24:52,VTMMD60,vitaman madu 60 ml,50000,Zami Zati Bana,8303999232,Kendari,2025-02-27 01:50:52,2025-02-28 17:50:52,,Delivered,1
ORD001748,2025-02-28 11:07:30,MDB120,maduboom 120 ml,23000,Kari Mino Fara,8872217565,Indramayu,2025-02-28 13:53:30,2025-03-01 01:53:30,,Processed,3
ORD001749,2025-01-22 15:15:53,MDB200,maduboom 200 ml,32000,Rimo Rara Mori,8348608742,Tabanan,2025-01-22 16:27:53,2025-01-23 02:27:53,2025-01-25 02:27:53,Returned,2
ORD001750,2025-01-03 20:09:00,VTM60,vitaman 60 ml,30000,Bali Bari Dira,8269092241,Ngawi,2025-01-03 21:23:00,2025-01-04 10:23:00,,On Delivery,2
ORD001751,2025-01-04 19:31:12,VTMMD60,vitaman madu 60 ml,50000,Miba Rara Timo,8352699638,Larantuka,2025-01-04 21:52:12,2025-01-06 00:52:12,,On Delivery,2
ORD001752,2025-01-13 19:41:19,MDB200,maduboom 200 ml,32000,Nofa Nono Lijo,8957626891,Subang,2025-01-13 22:39:19,2025-01-15 14:39:19,,Processed,2
ORD001753,2025-01-14 18:29:07,MDB200,maduboom 200 ml,32000,Limi Rijo,8575012559,Tuban,2025-01-14 20:06:07,2025-01-15 21:06:07,,Processed,3
ORD001754,2025-01-06 22:58:21,VTM60,vitaman 60 ml,30000,Joza Rino,8881028557,Situbondo,2025-01-06 23:37:21,2025-01-08 11:37:21,,On Delivery,2
ORD001755,2025-02-26 13:29:29,MDB200,maduboom 200 ml,32000,Zari Rili,8943260584,Jayapura,2025-02-26 14:25:29,2025-02-27 15:25:29,,Processed,3
ORD001756,2025-01-10 08:36:07,VTM60,vitaman 60 ml,30000,Nali Limo,8441862609,Surabaya,2025-01-10 10:25:07,2025-01-12 01:25:07,,Processed,3
ORD001757,2025-01-22 17:41:35,VTMMD60,vitaman madu 60 ml,50000,Rajo Lili Nomo,8905379713,Medan,2025-01-22 18:28:35,2025-01-23 10:28:35,,Processed,3
ORD001758,2025-02-27 16:29:22,JDM,jelly drink madu,20000,Diza Kafa Joka,8742164253,Pontianak,2025-02-27 18:16:22,2025-02-28 19:16:22,,Delivered,2
ORD001759,2025-01-01 18:21:09,MDB120,maduboom 120 ml,23000,Safa Momi,8157928969,Palu,2025-01-01 20:37:09,2025-01-03 08:37:09,,Delivered,2
ORD001760,2025-01-30 07:55:22,MDB120,maduboom 120 ml,23000,Saba Fana Baza,8845692915,Palu,2025-01-30 10:01:22,2025-02-01 04:01:22,,Delivered,1
ORD001761,2025-02-23 12:00:29,MDB120,maduboom 120 ml,23000,Miba Rana Jori,8701196135,Buleleng,2025-02-23 13:48:29,2025-02-24 01:48:29,,Delivered,1
ORD001762,2025-01-04 07:24:16,VTM60,vitaman 60 ml,30000,Noka Raza,8844675271,Kupang,2025-01-04 09:46:16,2025-01-05 06:46:16,,Processed,2
ORD001763,2025-02-27 04:57:59,JDM,jelly drink madu,20000,Baza Dira Zami,8624303570,Palu,2025-02-27 05:57:59,2025-03-01 05:57:59,,Processed,2
ORD001764,2025-02-26 22:45:13,VTM60,vitaman 60 ml,30000,Nono Nami,8198380239,Bekasi,2025-02-26 23:21:13,2025-02-27 09:21:13,,Processed,1
ORD001765,2025-02-26 06:29:34,MDB120,maduboom 120 ml,23000,Zasa Rifa Dira,8222032929,Sumedang,2025-02-26 07:11:34,2025-02-27 05:11:34,,Processed,3
ORD001766,2025-02-18 05:52:02,MDB200,maduboom 200 ml,32000,Kari Saka Lira,8881494865,Palembang,2025-02-18 07:31:02,2025-02-18 19:31:02,,Delivered,3
ORD001767,2025-02-06 13:00:34,VTM60,vitaman 60 ml,30000,Kamo Mona,8411464158,Jakarta,2025-02-06 14:59:34,2025-02-08 05:59:34,,Processed,1
ORD001768,2025-02-11 04:32:15,JDM,jelly drink madu,20000,Fadi Moli Misa,8586918568,Jembrana,2025-02-11 06:11:15,2025-02-11 20:11:15,2025-02-16 20:11:15,Returned,2
ORD001769,2025-01-13 15:30:29,VTM60,vitaman 60 ml,30000,Moka Josa,8480536901,Bangli,2025-01-13 18:14:29,2025-01-14 02:14:29,2025-01-18 02:14:29,Returned,2
ORD001770,2025-02-04 00:21:34,VTM60,vitaman 60 ml,30000,Tiri Naba Nojo,8137970373,Pasuruan,2025-02-04 00:54:34,2025-02-04 05:54:34,,On Delivery,2
ORD001771,2025-01-01 00:51:48,MDB120,maduboom 120 ml,23000,Tidi Tiza,8777376689,Purwokerto,2025-01-01 02:49:48,2025-01-01 14:49:48,,Processed,2
ORD001772,2025-02-11 04:06:51,MDB120,maduboom 120 ml,23000,Namo Rana Basa,8204219241,Makassar,2025-02-11 05:05:51,2025-02-12 18:05:51,,Delivered,3
ORD001773,2025-02-10 13:58:49,JDM,jelly drink madu,20000,Nomi Nono Najo,8406549701,Purwokerto,2025-02-10 14:56:49,2025-02-12 05:56:49,,Processed,2
ORD001774,2025-01-17 03:15:13,JDM,jelly drink madu,20000,Zajo Bamo Rino,8584121442,Mataram,2025-01-17 05:44:13,2025-01-18 09:44:13,,Processed,1
ORD001775,2025-01-29 02:30:35,VTM60,vitaman 60 ml,30000,Rimi Rili,8770010467,Situbondo,2025-01-29 03:55:35,2025-01-29 17:55:35,,On Delivery,1
ORD001776,2025-01-09 11:51:52,VTMMD60,vitaman madu 60 ml,50000,Bafa Titi Mira,8224471799,Garut,2025-01-09 14:45:52,2025-01-11 00:45:52,,Processed,2
ORD001777,2025-01-05 04:04:37,VTMMD60,vitaman madu 60 ml,50000,Sari Sati,8356213885,Garut,2025-01-05 04:41:37,2025-01-06 22:41:37,2025-01-11 22:41:37,Returned,3
ORD001778,2025-01-03 15:09:32,MDB120,maduboom 120 ml,23000,Kasa Mimi,8278205807,Palembang,2025-01-03 17:20:32,2025-01-04 17:20:32,,On Delivery,2
ORD001779,2025-02-25 02:42:13,MDB120,maduboom 120 ml,23000,Kana Moka Samo,8748940886,Badung,2025-02-25 04:41:13,2025-02-25 15:41:13,,On Delivery,2
ORD001780,2025-02-21 10:33:12,JDM,jelly drink madu,20000,Fasa Tika Tidi,8543686585,Tabanan,2025-02-21 13:09:12,2025-02-23 03:09:12,,Delivered,1
ORD001781,2025-01-17 18:01:36,MDB200,maduboom 200 ml,32000,Lili Nori Rali,8746829471,Batu,2025-01-17 19:21:36,2025-01-19 02:21:36,,Processed,2
ORD001782,2025-01-18 10:24:57,MDB120,maduboom 120 ml,23000,Saba Miza,8805349164,Purwokerto,2025-01-18 11:20:57,2025-01-18 20:20:57,,On Delivery,3
ORD001783,2025-02-23 15:59:06,MDB200,maduboom 200 ml,32000,Mori Zana Rafa,8457144089,Medan,2025-02-23 17:05:06,2025-02-25 16:05:06,,On Delivery,1
ORD001784,2025-01-14 02:29:54,MDB120,maduboom 120 ml,23000,Raza Riza,8867292181,Semarang,2025-01-14 03:44:54,2025-01-15 18:44:54,,Processed,2
ORD001785,2025-02-14 04:32:18,JDM,jelly drink madu,20000,Momi Jojo Tira,8561551711,Ponorogo,2025-02-14 07:07:18,2025-02-16 06:07:18,,Delivered,1
ORD001786,2025-01-12 12:35:36,VTMMD60,vitaman madu 60 ml,50000,Jofa Liza Safa,8842666231,Mataram,2025-01-12 13:32:36,2025-01-13 18:32:36,,Delivered,1
ORD001787,2025-01-28 03:25:57,MDB120,maduboom 120 ml,23000,Kafa Dina,8712971671,Madiun,2025-01-28 05:58:57,2025-01-29 20:58:57,,Delivered,2
ORD001788,2025-02-21 00:14:54,JDM,jelly drink madu,20000,Bana Riza Nofa,8608628247,Subang,2025-02-21 01:30:54,2025-02-21 16:30:54,,Processed,1
ORD001789,2025-02-13 21:46:24,VTMMD60,vitaman madu 60 ml,50000,Mijo Famo Famo,8210344913,Indramayu,2025-02-13 23:49:24,2025-02-15 09:49:24,,Processed,3
ORD001790,2025-02-09 00:01:48,MDB200,maduboom 200 ml,32000,Mimi Joka Liba,8850104047,Bojonegoro,2025-02-09 02:07:48,2025-02-09 09:07:48,,Delivered,1
ORD001791,2025-02-03 03:16:36,VTM60,vitaman 60 ml,30000,Limi Faza Titi,8708221365,Gresik,2025-02-03 04:39:36,2025-02-04 00:39:36,,Delivered,3
ORD001792,2025-01-17 15:36:59,MDB200,maduboom 200 ml,32000,Rara Mifa,8210441121,Makassar,2025-01-17 16:37:59,2025-01-19 12:37:59,,Delivered,2
ORD001793,2025-01-11 11:18:58,JDM,jelly drink madu,20000,Zaza Mili,8994408446,Jembrana,2025-01-11 13:52:58,2025-01-12 15:52:58,,On Delivery,1
ORD001794,2025-01-04 16:21:06,VTMMD60,vitaman madu 60 ml,50000,Moba Zano,8930548039,Sorong,2025-01-04 17:52:06,2025-01-06 04:52:06,2025-01-11 04:52:06,Returned,2
ORD001795,2025-01-10 04:48:36,VTMMD60,vitaman madu 60 ml,50000,Jori Kasa Fadi,8639785658,Jambi,2025-01-10 05:25:36,2025-01-11 14:25:36,,Processed,2
ORD001796,2025-01-19 21:48:46,VTM60,vitaman 60 ml,30000,Rira Tino Rami,8896335950,Larantuka,2025-01-20 00:36:46,2025-01-21 12:36:46,,Processed,2
ORD001797,2025-02-02 02:00:53,MDB200,maduboom 200 ml,32000,Lijo Mimi,8275578668,Cirebon,2025-02-02 03:28:53,2025-02-02 18:28:53,,On Delivery,3
ORD001798,2025-02-14 12:43:34,MDB120,maduboom 120 ml,23000,Dika Nari,8536190749,Magelang,2025-02-14 13:25:34,2025-02-15 00:25:34,,On Delivery,1
ORD001799,2025-01-06 11:36:47,MDB200,maduboom 200 ml,32000,Zadi Nana Nosa,8475320128,Samarinda,2025-01-06 13:38:47,2025-01-07 13:38:47,,Processed,2
ORD001800,2025-01-09 04:06:01,MDB120,maduboom 120 ml,23000,Faba Tino Kasa,8782266117,Bekasi,2025-01-09 04:40:01,2025-01-10 07:40:01,,Delivered,3
ORD001801,2025-02-28 04:03:49,MDB120,maduboom 120 ml,23000,Rifa Kati,8994068849,Malang,2025-02-28 06:53:49,2025-03-01 14:53:49,,Delivered,3
ORD001802,2025-01-22 00:57:06,VTMMD60,vitaman madu 60 ml,50000,Noka Ridi Jomo,8418962645,Purwokerto,2025-01-22 02:59:06,2025-01-23 12:59:06,,Processed,2
ORD001803,2025-02-07 08:21:38,VTM60,vitaman 60 ml,30000,Jomi Raza,8933841670,Gresik,2025-02-07 11:17:38,2025-02-08 19:17:38,,On Delivery,3
ORD001804,2025-02-09 03:22:07,MDB120,maduboom 120 ml,23000,Naza Nafa Lidi,8658476541,Indramayu,2025-02-09 05:28:07,2025-02-10 05:28:07,,Processed,2
ORD001805,2025-01-30 08:54:05,VTM60,vitaman 60 ml,30000,Basa Kajo Jofa,8189581997,Denpasar,2025-01-30 11:47:05,2025-01-30 16:47:05,,On Delivery,2
ORD001806,2025-02-24 09:02:00,MDB200,maduboom 200 ml,32000,Namo Dimi Fami,8388958634,Situbondo,2025-02-24 09:45:00,2025-02-24 16:45:00,,Delivered,1
ORD001807,2025-01-05 03:53:53,JDM,jelly drink madu,20000,Radi Fali Tina,8719166086,Depok,2025-01-05 04:47:53,2025-01-06 16:47:53,,Delivered,1
ORD001808,2025-01-06 22:39:38,JDM,jelly drink madu,20000,Diba Tira Mona,8234218294,Surabaya,2025-01-07 01:35:38,2025-01-08 00:35:38,,Processed,3
ORD001809,2025-01-20 03:34:40,MDB120,maduboom 120 ml,23000,Tijo Timo Zamo,8476496733,Ende,2025-01-20 04:28:40,2025-01-20 15:28:40,,Delivered,1
ORD001810,2025-02-08 17:50:44,VTMMD60,vitaman madu 60 ml,50000,Limi Saka,8397609906,Surabaya,2025-02-08 18:23:44,2025-02-10 18:23:44,,On Delivery,2
ORD001811,2025-02-15 08:49:14,MDB120,maduboom 120 ml,23000,Bamo Fajo,8197573562,Tuban,2025-02-15 09:57:14,2025-02-16 08:57:14,,Delivered,2
ORD001812,2025-02-23 00:58:20,JDM,jelly drink madu,20000,Bati Zaba,8494149201,Singaraja,2025-02-23 03:19:20,2025-02-25 00:19:20,,Processed,3
ORD001813,2025-02-22 16:54:33,VTMMD60,vitaman madu 60 ml,50000,Rana Kami,8171897264,Padang,2025-02-22 17:49:33,2025-02-24 06:49:33,2025-02-27 06:49:33,Returned,2
ORD001814,2025-02-08 08:18:43,MDB120,maduboom 120 ml,23000,Baba Riri,8404109943,Sumedang,2025-02-08 11:05:43,2025-02-10 09:05:43,,On Delivery,1
ORD001815,2025-02-18 16:53:32,MDB200,maduboom 200 ml,32000,Timi Nami,8973743768,Balikpapan,2025-02-18 19:40:32,2025-02-19 00:40:32,,Processed,3
ORD001816,2025-01-07 12:48:47,MDB200,maduboom 200 ml,32000,Bano Limi,8619921823,Ternate,2025-01-07 14:33:47,2025-01-09 09:33:47,,Processed,2
ORD001817,2025-01-24 04:05:32,VTMMD60,vitaman madu 60 ml,50000,Nara Mono,8945097890,Medan,2025-01-24 06:02:32,2025-01-25 08:02:32,,Processed,1
ORD001818,2025-01-14 10:19:21,MDB200,maduboom 200 ml,32000,Kaza Diri Sami,8675964207,Pekanbaru,2025-01-14 11:52:21,2025-01-14 20:52:21,,On Delivery,2
ORD001819,2025-02-20 09:23:32,MDB200,maduboom 200 ml,32000,Mofa Noba Didi,8606212617,Maumere,2025-02-20 10:54:32,2025-02-21 13:54:32,,On Delivery,3
ORD001820,2025-01-24 17:03:56,JDM,jelly drink madu,20000,Modi Zana Lifa,8682414068,Tasikmalaya,2025-01-24 19:17:56,2025-01-25 00:17:56,,Processed,1
ORD001821,2025-02-28 11:13:21,MDB200,maduboom 200 ml,32000,Diza Liza,8148505754,Badung,2025-02-28 12:35:21,2025-03-02 01:35:21,,Delivered,1
ORD001822,2025-01-09 08:39:18,MDB120,maduboom 120 ml,23000,Mifa Dili,8254666311,Jambi,2025-01-09 09:56:18,2025-01-10 14:56:18,,On Delivery,3
ORD001823,2025-02-28 02:51:59,MDB200,maduboom 200 ml,32000,Riti Liri,8556338271,Karangasem,2025-02-28 04:25:59,2025-03-02 00:25:59,,On Delivery,1
ORD001824,2025-02-10 21:14:41,MDB120,maduboom 120 ml,23000,Rafa Zali Noti,8948995613,Bangli,2025-02-10 21:48:41,2025-02-12 18:48:41,,Delivered,2
ORD001825,2025-01-27 18:25:50,JDM,jelly drink madu,20000,Bajo Liba Fano,8335223014,Indramayu,2025-01-27 19:57:50,2025-01-29 05:57:50,,On Delivery,2
ORD001826,2025-01-15 15:17:17,VTM60,vitaman 60 ml,30000,Timi Diza,8111091578,Palembang,2025-01-15 16:35:17,2025-01-17 05:35:17,,On Delivery,3
ORD001827,2025-02-23 23:01:43,VTM60,vitaman 60 ml,30000,Bano Badi Miti,8475001017,Batam,2025-02-24 00:31:43,2025-02-24 16:31:43,,On Delivery,3
ORD001828,2025-02-16 06:35:23,VTM60,vitaman 60 ml,30000,Kafa Zali Jora,8904128396,Indramayu,2025-02-16 08:01:23,2025-02-17 18:01:23,,On Delivery,2
ORD001829,2025-01-08 15:57:41,JDM,jelly drink madu,20000,Lika Raka,8604136279,Ngawi,2025-01-08 16:51:41,2025-01-09 12:51:41,,Processed,2
ORD001830,2025-01-04 06:48:49,JDM,jelly drink madu,20000,Baza Mono Rimi,8896752789,Kupang,2025-01-04 08:07:49,2025-01-05 16:07:49,,Processed,3
ORD001831,2025-01-08 06:40:37,VTM60,vitaman 60 ml,30000,Diba Ramo,8651981965,Semarang,2025-01-08 09:21:37,2025-01-09 14:21:37,,On Delivery,1
ORD001832,2025-02-09 02:22:26,MDB120,maduboom 120 ml,23000,Noti Mojo,8698399461,Semarang,2025-02-09 03:42:26,2025-02-10 18:42:26,,On Delivery,1
ORD001833,2025-02-12 13:19:45,VTM60,vitaman 60 ml,30000,Nano Nona,8509103379,Banjarmasin,2025-02-12 14:25:45,2025-02-14 08:25:45,,Delivered,3
ORD001834,2025-01-23 00:38:17,JDM,jelly drink madu,20000,Tiza Radi Bati,8271938032,Malang,2025-01-23 02:57:17,2025-01-24 01:57:17,,On Delivery,2
ORD001835,2025-01-31 18:48:14,MDB200,maduboom 200 ml,32000,Mijo Faza,8760632577,Pontianak,2025-01-31 19:27:14,2025-02-01 11:27:14,,Delivered,3
ORD001836,2025-02-26 08:27:36,JDM,jelly drink madu,20000,Rafa Nano Rari,8691446708,Manado,2025-02-26 11:00:36,2025-02-28 08:00:36,,Processed,1
ORD001837,2025-01-14 02:04:33,VTM60,vitaman 60 ml,30000,Limi Tifa,8561870593,Ende,2025-01-14 03:35:33,2025-01-15 04:35:33,,Delivered,1
ORD001838,2025-01-21 10:38:02,VTM60,vitaman 60 ml,30000,Misa Dimi Lili,8421499096,Ende,2025-01-21 12:35:02,2025-01-22 02:35:02,,On Delivery,3
ORD001839,2025-02-23 04:11:47,MDB200,maduboom 200 ml,32000,Rara Joza Zadi,8482866241,Lamongan,2025-02-23 06:20:47,2025-02-23 15:20:47,,Delivered,1
ORD001840,2025-01-22 08:10:27,JDM,jelly drink madu,20000,Nomo Raka,8715892829,Banjarbaru,2025-01-22 11:01:27,2025-01-22 20:01:27,,On Delivery,2
ORD001841,2025-01-14 16:24:10,VTM60,vitaman 60 ml,30000,Sami Sadi,8917008824,Mataram,2025-01-14 18:04:10,2025-01-15 05:04:10,,Delivered,3
ORD001842,2025-01-20 17:20:48,VTM60,vitaman 60 ml,30000,Risa Noba,8520424054,Kendari,2025-01-20 19:57:48,2025-01-22 18:57:48,,Processed,2
ORD001843,2025-01-15 00:51:42,VTM60,vitaman 60 ml,30000,Lili Raba,8560046090,Depok,2025-01-15 02:04:42,2025-01-16 21:04:42,,Delivered,3
ORD001844,2025-02-13 15:59:10,VTMMD60,vitaman madu 60 ml,50000,Zafa Najo Nomo,8282457251,Denpasar,2025-02-13 18:54:10,2025-02-14 22:54:10,,Delivered,3
ORD001845,2025-02-22 21:29:19,VTMMD60,vitaman madu 60 ml,50000,Rano Sana,8127195781,Bogor,2025-02-22 22:43:19,2025-02-23 16:43:19,,On Delivery,1
ORD001846,2025-01-20 14:08:36,VTM60,vitaman 60 ml,30000,Tika Diza,8991275305,Boyolali,2025-01-20 15:10:36,2025-01-21 19:10:36,,Delivered,1
ORD001847,2025-02-23 01:15:06,VTMMD60,vitaman madu 60 ml,50000,Rino Naba Saka,8404412112,Maumere,2025-02-23 03:22:06,2025-02-23 15:22:06,,Delivered,2
ORD001848,2025-01-14 13:58:56,VTM60,vitaman 60 ml,30000,Nasa Riti Zaka,8440112080,Kendari,2025-01-14 16:47:56,2025-01-15 04:47:56,,On Delivery,3
ORD001849,2025-02-01 23:09:18,JDM,jelly drink madu,20000,Zati Lika Liza,8202758829,Ambon,2025-02-02 00:17:18,2025-02-02 08:17:18,,On Delivery,3
ORD001850,2025-02-03 11:11:55,JDM,jelly drink madu,20000,Fano Nana,8670717736,Kediri,2025-02-03 13:23:55,2025-02-04 14:23:55,,Processed,1
ORD001851,2025-02-10 06:04:59,VTM60,vitaman 60 ml,30000,Zaza Sali,8485382426,Banjarbaru,2025-02-10 07:22:59,2025-02-12 03:22:59,,Processed,3
ORD001852,2025-02-25 19:02:13,JDM,jelly drink madu,20000,Lira Mino Jodi,8314141009,Manado,2025-02-25 21:27:13,2025-02-26 05:27:13,,Processed,1
ORD001853,2025-01-01 00:00:45,VTM60,vitaman 60 ml,30000,Nosa Nomi Disa,8477204008,Lombok Barat,2025-01-01 01:31:45,2025-01-02 01:31:45,,Processed,3
ORD001854,2025-02-25 22:06:01,MDB120,maduboom 120 ml,23000,Riri Saba Modi,8675880998,Lombok Timur,2025-02-25 23:30:01,2025-02-26 10:30:01,2025-03-05 10:30:01,Returned,2
ORD001855,2025-02-19 18:57:58,MDB120,maduboom 120 ml,23000,Diti Sami,8584002302,Denpasar,2025-02-19 19:43:58,2025-02-21 02:43:58,,Processed,1
ORD001856,2025-01-01 19:20:12,VTMMD60,vitaman madu 60 ml,50000,Lidi Mimo,8808878796,Surabaya,2025-01-01 22:06:12,2025-01-02 04:06:12,,On Delivery,1
ORD001857,2025-02-03 18:51:31,JDM,jelly drink madu,20000,Kana Nati,8565333047,Badung,2025-02-03 20:44:31,2025-02-04 03:44:31,,On Delivery,3
ORD001858,2025-01-29 11:33:25,MDB200,maduboom 200 ml,32000,Tifa Mori,8370906074,Ende,2025-01-29 12:24:25,2025-01-31 00:24:25,2025-02-06 00:24:25,Returned,3
ORD001859,2025-01-18 09:13:54,MDB200,maduboom 200 ml,32000,Sano Misa,8727222246,Singaraja,2025-01-18 09:47:54,2025-01-19 00:47:54,,Processed,1
ORD001860,2025-01-28 07:20:23,MDB200,maduboom 200 ml,32000,Lili Ridi,8536859202,Malang,2025-01-28 08:17:23,2025-01-29 05:17:23,,On Delivery,1
ORD001861,2025-02-12 01:55:47,VTM60,vitaman 60 ml,30000,Rira Zasa Rasa,8545607904,Balikpapan,2025-02-12 02:26:47,2025-02-12 11:26:47,,On Delivery,1
ORD001862,2025-01-26 18:34:02,VTMMD60,vitaman madu 60 ml,50000,Kano Sadi Sadi,8625002902,Tabanan,2025-01-26 19:50:02,2025-01-27 10:50:02,,Processed,1
ORD001863,2025-02-26 13:55:45,VTM60,vitaman 60 ml,30000,Fati Mimo,8110641677,Kudus,2025-02-26 14:40:45,2025-02-27 13:40:45,,On Delivery,1
